PRVDR_CTGRY_SBTYP_CD,PRVDR_CTGRY_CD,PRVDR_NUM,PGM_TRMNTN_CD,ZIP_CD
03,02,146089,00,61740
03,03,146090,00,61832
03,03,146091,00,61354
03,03,146092,00,62948
03,03,146093,00,60525
01,04,146094,00,60521
03,03,146095,00,61764
03,02,146096,00,62449
03,02,146097,00,61738
03,02,146098,00,61604
03,03,146099,00,61201
03,02,146100,00,62691
03,03,146101,00,61103
03,03,146102,00,61032
03,02,146103,00,61480
03,02,146104,00,61842
01,04,146105,00,60115
03,02,146106,00,62694
01,04,146107,00,60026
03,03,146108,00,61615
03,03,146109,00,61726
03,03,146110,00,60467
03,02,146111,00,62339
03,03,146112,00,60915
03,02,146113,00,62428
03,03,146114,00,61048
03,03,146115,00,62264
03,02,146116,00,61350
03,02,146117,00,62420
01,04,146118,00,60010
03,02,146119,00,62844
03,02,146120,00,61450
03,03,146121,00,62812
03,03,146122,00,62220
03,03,146123,00,61540
03,02,146124,00,62821
03,03,146125,00,60103
03,03,146126,00,60435
03,03,146127,00,60152
03,03,146128,00,60526
01,04,146129,00,60187
03,03,146130,00,60073
03,03,146131,00,62823
03,02,146132,00,60430
03,03,146133,00,60548
03,03,146134,00,62946
03,03,146135,00,62640
03,03,146136,00,60069
03,02,146137,01,61415
03,02,146138,00,61231
03,03,146139,00,62702
03,03,146140,00,61036
01,04,146141,00,60611
03,03,146142,00,62034
03,03,146143,00,60133
03,03,146144,00,62812
01,04,146145,00,60201
03,02,146146,00,62859
03,02,146147,00,61085
03,03,146148,00,62535
03,03,146149,00,60645
03,02,146150,00,62454
03,02,146151,00,61427
03,03,146152,00,61068
03,02,146153,00,60404
03,03,146154,00,62711
03,03,146155,00,60126
03,03,146156,00,62835
03,03,146157,00,61071
03,03,146158,00,61252
03,03,146159,00,60087
03,03,146160,00,62704
03,03,146161,00,60616
03,02,146162,00,62550
03,03,146163,00,62301
03,03,146164,00,60653
01,04,146165,00,60640
03,03,146166,00,60134
03,02,146167,00,60625
03,03,146168,00,60190
03,03,146169,00,60626
03,02,146170,00,60542
03,02,146171,00,62901
03,02,146172,00,60432
03,03,146173,00,60563
03,02,146174,00,60655
03,03,146175,00,62274
03,02,146176,00,60714
03,02,146177,00,61270
03,03,146178,00,60491
03,03,146179,00,60004
03,03,146180,00,60016
01,08,146501,01,60048
01,08,146504,04,60659
01,08,146505,04,61602
01,08,146510,04,60018
01,08,146514,04,60005
01,08,146517,04,61350
01,08,146518,01,60050
01,08,146522,01,61108
01,08,146524,01,60506
01,08,146525,04,60115
01,08,146526,01,60622
01,08,146527,04,60302
01,08,146529,04,60660
01,08,146534,04,60454
01,08,146536,00,60465
01,08,146538,01,60016
01,08,146539,04,61201
01,08,146544,04,60435
01,08,146545,04,60301
01,08,146546,00,60101
01,08,146547,01,62040
01,08,146549,01,61108
01,08,146550,01,60647
01,08,146551,04,60614
01,08,146552,01,60620
01,08,146553,04,60461
01,08,146554,01,60187
01,08,146555,04,60004
01,08,146556,02,60174
01,08,146557,04,61938
01,08,146558,04,60193
01,08,146559,01,60126
01,08,146560,05,60430
01,08,146561,04,60004
01,08,146563,01,60062
01,08,146564,04,62301
01,08,146565,01,60625
01,08,146566,01,60069
01,08,146567,02,60430
01,08,146568,00,60611
01,08,146569,04,60521
01,08,146570,01,61104
01,08,146571,01,60091
01,08,146572,04,60031
01,08,146573,01,60629
01,08,146574,01,60016
01,08,146575,02,60646
01,08,146576,04,60630
01,08,146577,05,60616
01,08,146578,04,62401
01,08,146579,01,60638
01,08,146580,01,60517
01,08,146581,01,61462
01,08,146582,04,61107
01,08,146583,01,62208
01,08,146584,01,62864
01,08,146585,01,60015
01,08,146586,01,60188
01,08,146587,01,60453
01,08,146588,01,62901
01,08,146589,01,61074
01,08,146590,01,62234
01,08,146591,01,62208
01,08,146592,01,62234
01,08,146593,00,62812
01,08,146594,01,60007
01,08,146595,01,60514
01,08,146596,00,60044
01,08,146597,01,60181
01,08,146598,04,60008
01,08,146599,00,60130
01,08,146600,00,62401
01,08,146601,01,60643
01,08,146602,01,62948
01,08,146603,01,62236
01,08,146604,04,60091
01,08,146605,04,60521
01,08,146606,00,60606
01,08,146607,01,61401
01,08,146608,01,60194
01,08,146609,00,60031
01,08,146610,00,60067
01,08,146611,01,60010
01,08,146612,00,60632
01,08,146613,04,60302
01,08,146614,01,60015
01,08,146615,00,60657
01,08,146616,01,60544
01,08,146617,01,60195
01,08,146618,01,60646
01,08,146619,04,60004
01,08,146620,00,60526
01,08,146621,00,60453
01,08,146622,01,60631
01,08,146623,01,62675
01,08,146624,00,60477
01,08,146625,00,60453
01,08,146626,01,60443
01,08,146627,01,60435
01,08,146628,01,60089
01,08,146629,01,60612
01,08,146630,01,60607
01,08,146631,01,61103
01,08,146632,00,62301
01,08,146633,01,60463
01,08,146634,01,60074
01,08,146635,00,60123
01,08,146636,01,60435
01,08,146637,01,60714
01,08,146638,01,60517
01,08,146639,01,60411
01,08,146640,00,60477
01,08,146641,00,60463
01,08,146642,01,61832
01,08,146643,01,60302
01,08,146644,01,62702
01,08,146645,01,62301
01,08,146646,01,60901
01,08,146647,01,62523
01,08,146648,00,61104
01,08,146649,01,61356
01,08,146650,00,62208
01,08,146651,05,62002
01,08,146652,01,61701
01,08,146653,01,60526
01,08,146654,01,62226
01,08,146655,01,60618
01,08,146656,00,60463
01,08,146657,01,60614
01,08,146658,01,60077
01,08,146659,01,62301
01,08,146660,01,60004
01,08,146661,01,60154
01,08,146662,01,60631
01,08,146663,05,61822
01,08,146664,00,61443
01,08,146665,01,60192
01,08,146666,01,60014
01,08,146667,00,60707
01,08,146668,00,62801
01,08,146669,01,60098
01,08,146670,01,60430
01,08,146671,05,60453
01,08,146672,00,61462
01,08,146673,00,60181
01,08,146674,01,60532
01,08,146675,00,60126
01,08,146676,01,60104
01,08,146677,01,61832
01,08,146678,00,60010
01,08,146679,00,60025
01,08,146680,00,60619
01,08,146681,01,60108
01,08,146682,00,61401
01,08,146683,00,60402
01,08,146684,00,60534
01,08,146685,00,60302
01,08,146686,01,60606
01,08,146687,00,60647
01,08,146688,00,60805
01,08,146689,01,60192
01,08,146690,01,62236
01,08,146691,01,60093
01,08,146692,01,60603
01,08,146693,01,60546
01,08,146694,00,60302
01,08,146695,01,60123
01,08,146696,01,60061
01,08,146697,01,60641
01,08,146698,01,60047
01,08,146699,01,60089
01,08,146700,00,61704
01,08,146701,01,60048
01,08,146702,01,61108
01,08,146703,01,62269
01,08,146704,01,62901
01,08,146705,01,60563
01,08,146706,00,60477
01,08,146707,01,62208
01,08,146708,00,62034
01,08,146709,00,60430
01,08,146710,01,60007
01,08,146711,01,61764
01,08,146712,00,60098
01,08,146713,01,61739
01,08,146714,01,60527
01,08,146715,00,60446
01,08,146716,00,62521
01,08,146717,00,61455
01,08,146718,00,61520
01,08,146719,01,60069
01,08,146720,01,61704
01,08,146721,00,61103
01,08,146722,00,61920
01,08,146723,00,62226
01,08,146724,00,60516
01,08,146725,00,60657
01,08,146726,00,60439
01,08,146727,00,62959
01,08,146728,00,61764
01,08,146729,00,60645
01,08,146730,00,62821
01,08,146731,00,60640
01,08,146732,00,61910
01,08,146733,00,60416
01,08,146734,00,61701
01,08,146735,00,61614
01,08,146736,00,62448
01,08,146737,00,60629
01,08,146738,00,61853
01,08,146739,00,62420
01,08,146740,00,61550
01,08,146741,00,62839
01,08,146742,00,61752
01,08,146743,00,61554
01,08,146744,00,61953
01,08,146745,00,60194
01,08,146746,00,61853
01,08,146747,00,60450
01,08,146748,00,60563
01,08,146749,00,60201
01,08,146750,00,62269
01,08,146751,00,61265
01,05,147000,00,60506
01,05,147001,00,60077
01,05,147003,00,62702
01,05,147004,04,61820
01,05,147006,00,62439
01,05,147009,00,61265
01,05,147010,01,60431
01,05,147012,04,61201
01,05,147013,01,60302
01,05,147015,01,60302
01,05,147016,01,62526
01,05,147017,01,60607
01,05,147018,00,62226
01,05,147019,01,60120
01,05,147023,00,62246
01,05,147025,00,60115
01,05,147027,00,62959
01,05,147029,00,61108
01,05,147031,00,62305
01,05,147032,01,61270
01,05,147033,01,61604
01,05,147034,00,62946
01,05,147035,01,60098
01,05,147037,01,60202
01,05,147038,01,60085
01,05,147039,00,62269
01,05,147045,00,60031
01,05,147047,00,60188
01,05,147048,01,61350
01,05,147049,01,61614
01,05,147050,00,60466
01,05,147052,00,62047
01,05,147053,04,60450
01,05,147057,00,61554
01,05,147060,04,61301
01,05,147063,00,62052
01,05,147064,04,62568
01,05,147065,00,62363
01,05,147067,01,60560
01,05,147070,01,62675
01,05,147072,01,60608
01,05,147073,01,61032
01,05,147075,00,61443
01,05,147076,01,61832
01,05,147077,01,62233
01,05,147082,01,61764
01,05,147086,00,62839
01,05,147087,01,60402
01,05,147088,00,62864
01,05,147090,05,62837
01,05,147091,00,62016
01,05,147092,01,60624
01,05,147093,01,60174
01,05,147094,00,60005
01,05,147095,01,61401
01,05,147097,07,62651
01,05,147102,01,60068
01,05,147105,00,60914
01,05,147106,01,60622
01,05,147107,01,61920
01,05,147108,07,62249
01,05,147109,01,60611
01,05,147110,01,60970
01,05,147111,00,61704
01,05,147112,00,62959
01,05,147113,00,62002
01,05,147114,01,60018
01,05,147116,01,60134
01,05,147117,04,62448
01,05,147118,01,60616
01,05,147119,01,60630
01,05,147121,07,60053
01,05,147122,01,62401
01,05,147123,04,61455
01,05,147124,01,62056
01,05,147125,04,62565
01,05,147126,00,60646
01,05,147128,01,60643
01,05,147129,01,60487
01,05,147130,01,60302
01,05,147131,00,61021
01,05,147132,00,61821
01,05,147134,04,60521
01,05,147135,01,62918
01,05,147137,04,60004
01,05,147138,01,60660
01,05,147139,01,60646
01,05,147140,01,60606
01,05,147141,01,60435
01,05,147142,00,61520
01,05,147143,03,60610
01,05,147144,01,60077
01,05,147147,00,62471
01,05,147148,04,60435
01,05,147150,00,60148
01,05,147151,00,61356
01,05,147152,01,60018
01,05,147153,01,61530
01,05,147154,01,60151
01,05,147156,01,60646
01,05,147157,04,60466
01,05,147159,00,62321
01,05,147160,04,61568
01,05,147161,00,62274
01,05,147162,01,60301
01,05,147164,01,60614
01,05,147166,01,62088
01,05,147167,01,62859
01,05,147168,01,61053
01,05,147169,01,60098
01,05,147170,01,60563
01,05,147171,01,60635
01,05,147172,01,60642
01,05,147173,01,61364
01,05,147175,00,62454
01,05,147176,01,60517
01,05,147177,02,60525
01,05,147178,00,61437
01,05,147179,01,60004
01,05,147180,01,60657
01,05,147181,01,62353
01,05,147182,00,60803
01,05,147183,01,62040
01,05,147184,04,60426
01,05,147185,04,61201
01,05,147186,01,60035
01,05,147187,00,62450
01,05,147188,01,60068
01,05,147192,01,60007
01,05,147193,01,60659
01,05,147194,01,61036
01,05,147195,00,62656
01,05,147196,01,62863
01,05,147197,01,60301
01,05,147198,01,60018
01,05,147199,01,62901
01,05,147200,01,60162
01,05,147201,04,60191
01,05,147202,00,62644
01,05,147203,01,60201
01,05,147204,00,61462
01,05,147205,01,60076
01,05,147206,00,62526
01,05,147207,00,60525
01,05,147208,01,62221
01,05,147210,01,60018
01,05,147211,00,60031
01,05,147212,01,60640
01,05,147213,00,60631
01,05,147214,00,60077
01,05,147215,01,60640
01,05,147217,04,61747
01,05,147218,04,60957
01,05,147219,01,60714
01,05,147220,01,62234
01,05,147221,00,62691
01,05,147222,00,62711
01,05,147223,01,60056
01,05,147224,00,60435
01,05,147225,01,60805
01,05,147226,01,60628
01,05,147227,01,60148
01,05,147228,01,60016
01,05,147229,04,60611
01,05,147230,04,60016
01,05,147231,01,61727
01,05,147232,01,60616
01,05,147234,01,62223
01,05,147236,01,60610
01,05,147239,01,60077
01,05,147240,01,60515
01,05,147241,00,61822
01,05,147242,01,62221
01,05,147243,00,61615
01,05,147244,00,60619
01,05,147245,04,61102
01,05,147246,04,60430
01,05,147247,01,60048
01,05,147248,05,60617
01,05,147249,01,62626
01,05,147250,01,62223
01,05,147251,00,62948
01,05,147252,01,62568
01,05,147253,05,60177
01,05,147254,01,60657
01,05,147255,01,60160
01,05,147256,01,60305
01,05,147257,00,60523
01,05,147258,04,61401
01,05,147259,00,61636
01,05,147260,04,60525
01,05,147261,01,62002
01,05,147262,01,60610
01,05,147263,00,60450
01,05,147264,01,60171
01,05,147265,01,60614
01,05,147266,05,60613
01,05,147267,00,60411
01,05,147268,01,61108
01,05,147269,01,61820
01,05,147270,01,60077
01,05,147271,00,61108
01,05,147272,01,60621
01,05,147273,01,60301
01,05,147274,01,60085
01,05,147275,01,60559
01,05,147276,01,60560
01,05,147277,01,60622
01,05,147278,01,60631
01,05,147279,01,60546
01,05,147280,00,60452
01,05,147281,01,61102
01,05,147282,01,60154
01,05,147283,01,61832
01,05,147284,01,62226
01,05,147285,00,60154
01,05,147286,01,60016
01,05,147287,01,62906
01,05,147288,01,62471
01,05,147289,00,62208
01,05,147290,01,60624
01,05,147291,01,60521
01,05,147292,00,60018
01,05,147293,00,61455
01,05,147294,04,60507
01,05,147295,01,60540
01,05,147296,00,60026
01,05,147297,01,60543
01,05,147298,01,61832
01,05,147299,00,62557
01,05,147301,01,61354
01,05,147302,01,60438
01,05,147303,04,62223
01,05,147304,04,61270
01,05,147305,01,61832
01,05,147306,01,61201
01,05,147307,04,60629
01,05,147308,01,61048
01,05,147309,01,62002
01,05,147311,00,62930
01,05,147312,01,60409
01,05,147313,01,62002
01,05,147314,01,61108
01,05,147315,00,62207
01,05,147316,01,62650
01,05,147317,01,61282
01,05,147318,01,62704
01,05,147400,00,60468
01,05,147401,01,60171
01,05,147402,01,60463
01,05,147403,01,60521
01,05,147404,00,60453
01,05,147405,00,60406
01,05,147406,01,62201
01,05,147407,00,60047
01,05,147408,01,60515
01,05,147409,01,60611
01,05,147410,01,62002
01,05,147411,00,60659
01,05,147412,01,62301
01,05,147413,04,60649
01,05,147414,01,62966
01,05,147415,01,60617
01,05,147416,00,60523
01,05,147417,05,60639
01,05,147418,01,61443
01,05,147419,00,62946
01,05,147420,00,62062
01,05,147421,01,60126
01,05,147422,01,60154
01,05,147423,01,60025
01,05,147424,01,62301
01,05,147425,01,60641
01,05,147426,01,61108
01,05,147427,01,60077
01,05,147428,00,61201
01,05,147429,01,62881
01,05,147430,00,61401
01,05,147431,01,60062
01,05,147432,04,60944
01,05,147433,01,60619
01,05,147434,01,60615
01,05,147435,00,60426
01,05,147436,01,60611
01,05,147437,01,60164
01,05,147438,04,60643
01,05,147440,01,61354
01,05,147441,01,62812
01,05,147442,05,60005
01,05,147443,00,62223
01,05,147444,01,60617
01,05,147445,01,60647
01,05,147446,04,60513
01,05,147447,01,60625
01,05,147448,00,61108
01,05,147449,01,60429
01,05,147450,00,61254
01,05,147451,00,61761
01,05,147452,00,60451
01,05,147453,01,62401
01,05,147454,00,60016
01,05,147455,00,60050
01,05,147456,01,60172
01,05,147457,01,60461
01,05,147458,06,62705
01,05,147459,00,61362
01,05,147460,04,60121
01,05,147461,01,60527
01,05,147462,01,61231
01,05,147463,04,62301
01,05,147464,04,62024
01,05,147465,01,62468
01,05,147466,01,60173
01,05,147467,01,61081
01,05,147468,01,60194
01,05,147469,00,62202
01,05,147470,00,60439
01,05,147471,01,60068
01,05,147472,01,60633
01,05,147473,00,60191
01,05,147474,01,60643
01,05,147475,01,60611
01,05,147476,01,62948
01,05,147477,04,62024
01,05,147478,01,60435
01,05,147479,00,60123
01,05,147480,01,60623
01,05,147481,00,60435
01,05,147482,01,60411
01,05,147483,01,60639
01,05,147484,01,60120
01,05,147485,01,61401
01,05,147486,00,62278
01,05,147487,05,61615
01,05,147488,01,62274
01,05,147489,01,60629
01,05,147490,00,62701
01,05,147491,01,61764
01,05,147492,00,60656
01,05,147493,01,60629
01,05,147494,01,60008
01,05,147495,01,62025
01,05,147496,01,60563
01,05,147497,01,62959
01,05,147498,00,60643
01,05,147499,01,61108
01,05,147500,01,60601
01,05,147501,01,61614
01,05,147502,01,62526
01,05,147503,00,61081
01,05,147504,00,60523
01,05,147505,01,60461
01,05,147506,01,62222
01,05,147507,01,60936
01,05,147508,00,60148
01,05,147509,01,60126
01,05,147510,01,61108
01,05,147511,01,61531
01,05,147512,01,60620
01,05,147513,01,60642
01,05,147514,01,61614
01,05,147515,01,62704
01,05,147516,01,61265
01,05,147517,01,62959
01,05,147518,01,60473
01,05,147519,01,60515
01,05,147520,01,60619
01,05,147521,01,60435
01,05,147522,01,62223
01,05,147523,01,60062
01,05,147524,01,60426
01,05,147525,01,60443
01,05,147526,01,60061
01,05,147527,01,60181
01,05,147528,01,62024
01,05,147529,01,62821
01,05,147530,00,61531
01,05,147531,01,62439
01,05,147532,05,60438
01,05,147533,01,60645
01,05,147534,01,60615
01,05,147535,00,60712
01,05,147536,00,60191
01,05,147537,01,60640
01,05,147538,00,60173
01,05,147539,01,60611
01,05,147540,01,61614
01,05,147541,01,60646
01,05,147542,07,62959
01,05,147543,01,60473
01,05,147544,01,61103
01,05,147545,00,60659
01,05,147546,01,60077
01,05,147547,01,60473
01,05,147548,01,60443
01,05,147549,01,62959
01,05,147550,01,60540
01,05,147551,01,61554
01,05,147552,01,61832
01,05,147553,01,60628
01,05,147554,01,62896
01,05,147555,07,60540
01,05,147556,01,60505
01,05,147557,01,60056
01,05,147558,01,60641
01,05,147559,00,60477
01,05,147560,04,62844
01,05,147561,00,60646
01,05,147562,00,61081
01,05,147563,01,60637
01,05,147564,01,62226
01,05,147565,01,60607
01,05,147566,05,60602
01,05,147567,00,60525
01,05,147568,00,60563
01,05,147569,00,60602
01,05,147570,07,61282
01,05,147571,01,62906
01,05,147572,01,60302
01,05,147573,01,60635
01,05,147575,05,60649
01,05,147576,01,62650
01,05,147577,00,60108
01,05,147578,01,60025
01,05,147579,01,61832
01,05,147580,00,62450
01,05,147581,01,60195
01,05,147582,01,60461
01,05,147583,00,60103
01,05,147584,01,60659
01,05,147585,00,61554
01,05,147586,00,60970
01,05,147587,00,60646
01,05,147588,05,60623
01,05,147589,00,60631
01,05,147590,01,60478
01,05,147591,00,62321
01,05,147592,01,60805
01,05,147593,01,60453
01,05,147594,00,61938
01,05,147595,01,60429
01,05,147596,01,60181
01,05,147597,00,60656
01,05,147598,01,60452
01,05,147599,01,60453
01,05,147600,00,60477
01,05,147601,00,60068
01,05,147602,00,60487
01,05,147603,01,62208
01,05,147604,01,62203
01,05,147605,01,60463
01,05,147606,00,60652
01,05,147607,04,61821
01,05,147608,01,61614
01,05,147609,04,61107
01,05,147610,01,62901
01,05,147611,00,61401
01,05,147612,00,62837
01,05,147613,01,60301
01,05,147614,00,60438
01,05,147615,00,60482
01,05,147616,01,61342
01,05,147617,01,61920
01,05,147618,00,60174
01,05,147619,00,61282
01,05,147620,01,60118
01,05,147621,01,60614
01,05,147622,00,62565
01,05,147623,00,60523
01,05,147624,00,60139
01,05,147625,01,60515
01,05,147626,00,60077
01,05,147627,01,61462
01,05,147628,01,60426
01,05,147629,01,60616
01,05,147630,01,62832
01,05,147631,01,62821
01,05,147632,00,60561
01,05,147633,01,62960
01,05,147634,01,60610
01,05,147635,01,60005
01,05,147636,00,60007
01,05,147637,01,62526
01,05,147638,01,60633
01,05,147639,01,60619
01,05,147640,00,60422
01,05,147641,01,60304
01,05,147642,00,60714
01,05,147643,00,61265
01,05,147644,00,60450
01,05,147645,01,60659
01,05,147646,02,60173
01,05,147647,01,60201
01,05,147648,01,62049
01,05,147649,01,60439
01,05,147650,01,60634
01,05,147651,00,60622
01,05,147652,00,60505
01,05,147653,01,60659
01,05,147654,06,62298
01,05,147655,00,60712
01,05,147656,01,60005
01,05,147657,01,61614
01,05,147658,00,60638
01,05,147659,01,60515
01,05,147660,00,60438
01,05,147661,00,62401
01,05,147662,01,61111
01,05,147663,01,61604
01,05,147664,00,60563
01,05,147665,01,60620
01,05,147666,01,60641
01,05,147667,01,60473
01,05,147668,01,60077
01,05,147669,00,60630
01,05,147670,01,60521
01,05,147671,01,62363
01,05,147672,00,60068
01,05,147673,04,60426
01,05,147674,00,60101
01,05,147675,00,60630
01,05,147676,01,60014
01,05,147677,01,60148
01,05,147678,01,60525
01,05,147679,01,60423
01,05,147680,00,62025
01,05,147681,01,60540
01,05,147682,05,60640
01,05,147683,00,60461
01,05,147684,00,60076
01,05,147686,01,62223
01,05,147687,01,62040
01,05,147688,01,61944
01,05,147689,01,62959
01,05,147690,04,60563
01,05,147691,01,61614
01,05,147692,00,60634
01,05,147693,00,60516
01,05,147694,00,62286
01,05,147695,01,62016
01,05,147696,05,60409
01,05,147697,00,60062
01,05,147698,00,60638
01,05,147699,01,60634
01,05,147700,01,60191
01,05,147701,00,60188
01,05,147702,01,60645
01,05,147703,01,61920
01,05,147704,00,60643
01,05,147705,00,60617
01,05,147706,00,60077
01,05,147707,00,60620
01,05,147708,00,62535
01,05,147709,01,62896
01,05,147710,00,60062
01,05,147711,00,60805
01,05,147712,00,60101
01,05,147713,00,61104
01,05,147714,00,60077
01,05,147715,00,60642
01,05,147716,00,62959
01,05,147717,00,60617
01,05,147718,00,60805
01,05,147719,00,60091
01,05,147720,00,60463
01,05,147721,00,60618
01,05,147722,01,60426
01,05,147723,00,60077
01,05,147724,01,60018
01,05,147725,00,60007
01,05,147726,00,60546
01,05,147727,00,60656
01,05,147728,00,60126
01,05,147729,00,62040
01,05,147730,00,60527
01,05,147731,00,60461
01,05,147732,01,60448
01,05,147733,00,60181
01,05,147734,00,61112
01,05,147735,01,60028
01,05,147736,00,60617
01,05,147737,00,60477
01,05,147738,00,60067
01,05,147739,00,60154
01,05,147740,00,60521
01,05,147741,01,60005
01,05,147742,00,60656
01,05,147743,01,60523
01,05,147744,01,60649
01,05,147745,00,60641
01,05,147746,01,60631
01,05,147747,00,60076
01,05,147748,01,60624
01,05,147749,00,60712
01,05,147750,01,60172
01,05,147751,00,60076
01,05,147752,00,60633
01,05,147753,05,60443
01,05,147754,01,60490
01,05,147755,05,60415
01,05,147756,00,60062
01,05,147757,00,60030
01,05,147758,00,60465
01,05,147759,01,62205
01,05,147760,00,60077
01,05,147761,00,60018
01,05,147762,00,60653
01,05,147763,00,60646
01,05,147764,00,60805
01,05,147765,01,60195
01,05,147766,00,60077
01,05,147767,01,60712
01,05,147768,00,60302
01,05,147769,00,60646
01,05,147770,01,60053
01,05,147771,01,60646
01,05,147772,00,60561
01,05,147773,00,60659
01,05,147774,00,61951
01,05,147775,01,60076
01,05,147776,01,62234
01,05,147777,00,60477
01,05,147778,00,60077
01,05,147779,00,60659
01,05,147780,00,60076
01,05,147781,05,60659
01,05,147782,00,60440
01,05,147783,00,60646
01,05,147784,00,60525
01,05,147785,00,60093
01,05,147786,00,60025
01,05,147787,01,60607
01,05,147788,00,60655
01,05,147789,01,60646
01,05,147790,00,60131
01,05,147791,00,60638
01,05,147792,01,60008
01,05,147793,00,60018
01,05,147794,00,60077
01,05,147795,00,60430
01,05,147796,01,60646
01,05,147797,00,60620
01,05,147798,00,60659
01,05,147799,00,62526
01,05,147800,01,61080
01,05,147801,01,60610
01,05,147802,00,60101
01,05,147803,01,60616
01,05,147804,01,60641
01,05,147805,05,60712
01,05,147806,00,60563
01,05,147807,00,60016
01,05,147808,00,60077
01,05,147809,00,60613
01,05,147810,01,60139
01,05,147811,00,60148
01,05,147812,00,60077
01,05,147813,00,60014
01,05,147814,00,60523
01,05,147815,00,60016
01,05,147816,00,60659
01,05,147817,00,60068
01,05,147818,00,60076
01,05,147819,00,60540
01,05,147820,00,60439
01,05,147821,00,60714
01,05,147822,00,60616
01,05,147823,00,60467
01,05,147824,00,60156
01,05,147825,00,60630
01,05,147826,00,60607
01,05,147827,01,60008
01,05,147828,00,60639
01,05,147829,00,60616
01,05,147830,00,60007
01,05,147831,00,60018
01,05,147832,00,60173
01,05,147833,00,60445
01,05,147834,00,60076
01,05,147835,00,60062
01,05,147836,00,60707
01,05,147837,00,60452
01,05,147838,00,60465
01,05,147839,01,60634
01,05,147840,00,60640
01,05,147841,00,60076
01,05,147842,00,60631
01,05,147843,00,60143
01,05,147844,00,60714
01,05,147845,00,60465
01,05,147846,00,60601
01,05,147847,00,60646
01,05,147848,00,60077
01,05,147849,00,60056
01,05,147850,00,60712
01,05,147851,00,60563
01,05,147852,00,60527
01,05,147853,00,60805
01,05,147854,00,60016
01,05,147855,00,60012
01,05,147856,00,60712
01,05,147857,00,60646
01,05,147858,00,60712
01,05,147859,00,60477
01,05,147860,00,60712
01,05,147861,00,60634
01,05,147862,00,60463
01,05,147863,01,60452
01,05,147864,00,60467
01,05,147865,00,60068
01,05,147866,00,60659
01,05,147867,01,60201
01,05,147868,00,60018
01,05,147869,00,60025
01,05,147870,00,60659
01,05,147871,01,60429
01,05,147872,00,60440
01,05,147873,00,60440
01,05,147874,00,60181
01,05,147875,00,60525
01,05,147876,00,60563
01,05,147877,05,60712
01,05,147878,00,60563
01,05,147879,00,60564
01,05,147880,01,60077
01,05,147881,00,60618
01,05,147882,00,60181
01,05,147883,00,60643
01,05,147884,00,60139
01,05,147885,00,60435
01,05,147886,00,60477
01,05,147887,00,60062
01,05,147888,00,60053
01,05,147889,00,60062
01,05,147890,00,60053
01,05,147891,00,60018
01,05,147892,00,60706
01,05,147893,00,60523
01,05,147894,00,60076
01,05,147895,01,60477
01,05,147896,01,60004
01,05,147897,00,60804
01,05,147898,00,60062
01,05,147899,00,60154
01,05,147900,00,60641
01,05,147901,00,60148
01,05,147902,00,60712
01,05,147903,00,60187
01,05,147904,03,60712
01,05,147905,00,60076
01,05,147906,00,60466
01,05,147907,00,60018
01,05,147908,00,60646
01,05,147909,00,60193
01,05,147910,00,60443
01,05,147911,00,60148
01,05,147912,00,60123
01,05,147913,00,61265
01,05,147914,00,60076
01,05,147915,00,60467
01,05,147916,00,60646
01,05,147917,00,60173
01,05,147918,00,60044
01,05,147919,01,60008
01,05,147920,00,60118
01,05,147921,00,60523
01,05,147922,00,60443
01,05,147923,00,60641
01,05,147924,00,60438
01,05,147925,00,60585
01,05,147926,00,60137
01,05,147927,00,60008
01,05,147928,00,60643
01,05,147929,00,60185
01,05,147930,00,60453
01,05,147931,00,60018
01,05,147932,00,60466
01,05,147933,00,60123
01,05,147934,00,60712
01,05,147935,05,60015
01,05,147936,00,60640
01,05,147937,00,60714
01,05,147938,00,60440
01,05,147939,00,60177
01,05,147940,00,60181
01,05,147941,01,60430
01,05,147942,00,60076
01,05,147943,00,61550
01,05,147944,00,60018
01,05,147945,00,62711
01,05,147946,01,60616
01,05,147947,00,60646
01,05,147948,00,60173
01,05,147949,00,60641
01,05,147950,00,60090
01,05,147951,00,60018
01,05,147952,00,60068
01,05,147953,00,60056
01,05,147954,01,60067
01,05,147955,00,60008
01,05,147956,00,60435
01,05,147957,00,60563
01,05,147958,00,60523
01,05,147959,00,60517
01,05,147960,00,60712
01,05,147961,00,60656
01,05,147962,00,60477
01,05,147963,00,60005
01,05,147964,00,60527
01,05,147965,00,60712
01,05,147966,00,60462
01,05,147967,00,60443
01,05,147968,00,60118
01,05,147969,01,60018
01,05,147970,01,60514
01,05,147971,00,60099
01,05,147972,00,60108
01,05,147973,00,60102
01,05,147974,05,61801
01,05,147975,00,60659
01,05,147976,00,60048
01,05,147977,00,60712
01,05,147978,00,60659
01,05,147979,00,60089
01,05,147980,00,62221
01,05,147981,00,60516
01,05,147982,00,60643
01,05,147983,00,60148
01,05,147984,00,60466
01,05,147985,00,60148
01,05,147986,05,60130
01,05,147987,00,60440
01,05,147988,00,60659
01,05,147989,05,60430
01,05,147990,00,60646
01,05,147991,00,60008
01,05,147992,00,60068
01,05,147993,00,60137
01,05,147994,00,60005
01,05,147995,01,60706
01,05,147996,00,60452
01,05,147997,00,60502
01,05,147998,00,60543
01,05,147999,00,60521
01,05,148000,00,60712
01,05,148001,00,60188
