PRVDR_CTGRY_SBTYP_CD,PRVDR_CTGRY_CD,PRVDR_NUM,PGM_TRMNTN_CD,ZIP_CD
01,09,012674,00,36010
01,09,012675,01,35020
01,09,012676,00,35242
01,09,012677,00,36340
01,09,012678,00,35022
01,09,012679,00,36732
01,09,012680,00,36078
01,09,012681,00,35759
01,09,012682,00,36201
01,09,012683,00,35020
01,09,012684,00,35950
01,09,012685,00,36207
01,09,012686,00,36201
01,09,012687,00,35233
01,09,012688,00,35235
05,01,013025,00,35209
05,01,013026,01,36607
05,01,013027,01,36526
05,01,013028,00,36116
05,01,013029,00,35801
05,01,013030,00,36301
05,01,013032,00,35903
05,01,013033,00,36869
06,01,013300,00,35233
06,01,013301,00,36604
01,12,013400,04,35553
01,12,013401,00,35618
01,12,013402,04,35673
01,12,013403,01,36083
01,12,013404,01,36272
01,12,013405,07,35581
01,12,013406,04,36477
01,12,013407,01,36722
01,12,013408,01,35653
01,12,013409,04,36250
01,12,013410,04,35188
01,12,013411,07,36049
01,12,013412,01,36033
01,12,013413,04,35648
01,12,013414,01,36048
01,12,013415,00,35748
01,12,013416,07,35552
01,12,013417,04,35563
01,12,013418,04,35570
01,12,013419,01,36786
01,12,013420,00,36853
01,12,013421,07,35580
01,12,013422,00,36904
01,12,013423,04,35564
01,12,013424,00,36033
01,12,013425,04,36322
01,12,013426,04,36853
01,12,013427,04,36908
01,12,013428,01,36445
01,12,013429,00,36524
01,12,013430,00,36925
01,12,013432,01,36278
01,12,013433,00,36089
01,12,013434,00,36093
01,12,013435,01,36280
01,12,013436,07,36446
01,12,013438,00,36451
01,12,013439,01,36344
01,12,013440,00,36441
01,12,013441,01,36274
01,12,013442,01,36264
01,12,013443,01,36264
01,12,013444,00,36502
01,12,013445,00,36502
01,12,013446,00,36502
01,12,013447,00,36744
01,12,013448,00,36048
01,12,013449,00,35462
01,12,013450,00,36401
01,12,013451,01,36442
01,12,013452,00,36726
01,12,013454,00,35447
01,12,013455,00,35661
01,12,013456,00,36027
01,12,013457,00,36033
01,12,013458,00,35650
01,12,013459,00,35654
01,12,013460,00,35582
01,12,013461,00,36769
01,12,013462,00,35570
01,12,013463,00,35611
01,12,013464,00,35072
01,12,013465,00,36432
01,09,013500,01,35150
01,09,013501,07,35967
01,09,013502,01,35044
01,09,013503,07,35020
01,09,013504,07,35218
01,12,013801,07,36786
01,12,013809,01,35771
01,12,013811,00,36268
01,12,013812,04,35957
01,12,013813,05,36768
01,12,013832,01,36720
01,12,013833,04,35958
01,12,013834,01,35774
01,12,013835,04,36789
01,12,013836,01,36481
01,12,013837,07,36768
01,12,013838,04,35966
01,12,013839,07,35774
01,12,013840,07,35771
01,12,013843,01,35055
01,12,013844,01,35160
01,12,013845,01,36509
01,12,013846,00,35058
01,12,013847,00,35150
01,12,013848,00,35160
01,12,013849,01,35570
01,12,013850,04,36904
01,12,013851,00,35564
01,12,013852,07,36033
01,12,013853,01,35125
01,12,013854,00,35962
01,12,013855,00,35096
01,12,013856,00,35968
01,12,013857,01,36784
01,12,013858,01,36310
01,12,013860,07,36904
01,12,013861,07,36274
01,12,013862,04,36904
01,12,013863,01,35974
01,12,013864,00,35765
01,12,013865,07,35748
01,12,013866,01,36092
01,12,013867,07,36092
01,12,013868,01,35442
01,12,013869,04,36467
01,12,013870,01,36784
01,12,013871,04,35974
01,12,013872,07,35188
01,12,013873,00,35121
01,12,013874,01,36092
01,12,013875,04,35031
01,12,013876,00,36420
01,12,013877,04,36862
01,12,013878,00,35502
01,12,013880,04,35670
01,12,013882,01,35768
01,12,013883,07,36280
01,12,013884,00,36420
01,12,013885,04,35674
01,12,013886,00,35960
01,12,013888,00,35952
01,12,013889,07,36853
01,12,013890,01,36562
01,12,013891,04,35670
01,12,013892,01,35019
01,12,013893,04,35055
01,12,013894,00,35976
01,12,013895,01,35540
01,12,013896,07,35564
01,12,013897,04,35962
01,12,013898,07,36322
01,12,013899,07,36445
01,12,013900,01,36524
01,12,013901,04,36455
01,12,013902,00,35950
01,12,013903,04,35546
01,12,013904,00,35581
01,12,013905,00,36037
01,12,013906,04,35957
01,12,013907,04,35580
01,12,013908,00,35950
01,12,013909,04,35553
01,12,013910,04,35648
01,12,013911,00,35747
01,12,013912,01,36558
01,12,013913,07,36089
01,12,013914,04,35160
01,12,013915,00,35051
01,12,013916,01,35552
01,12,013917,00,35125
01,12,013918,07,36274
01,12,013919,01,35611
01,12,013920,01,35580
01,12,013921,01,36545
01,12,013922,01,36446
01,12,013923,00,36518
01,12,013924,01,35553
01,12,013925,01,35586
01,12,013926,00,36545
01,12,013927,01,35616
01,12,013928,01,35072
01,12,013929,01,35772
01,12,013930,01,35553
01,12,013931,01,35960
01,12,013932,01,35077
01,12,013933,01,35739
01,12,013934,01,36784
01,12,013935,01,35768
01,12,013936,00,35576
01,12,013937,01,36276
01,12,013938,01,35582
01,12,013939,00,36426
01,12,013940,01,36274
01,12,013941,01,36502
01,12,013942,01,35768
01,12,013943,00,35160
01,12,013944,01,36541
01,12,013945,01,35503
01,12,013946,01,35565
01,12,013947,00,35016
01,12,013948,01,35042
01,12,013949,07,36502
01,12,013950,07,36502
01,12,013951,01,35160
01,12,013952,07,36744
01,12,013953,00,36280
01,12,013954,00,36446
01,12,013955,00,35653
01,12,013956,00,35967
01,12,013957,00,35976
01,12,013958,00,35611
01,12,013959,00,36089
01,12,013960,00,36092
01,12,013961,00,35160
01,12,013962,00,36856
01,12,013963,00,36558
01,12,013964,00,36274
01,12,013965,00,35603
01,12,013966,00,36541
01,12,013967,00,36049
01,12,013968,01,35549
01,12,013969,00,35603
01,12,013970,00,35586
01,12,013971,00,36089
01,12,013972,01,36003
01,12,013973,00,36782
01,12,013974,01,35646
01,12,013975,07,36455
01,12,013976,00,35042
01,12,013977,01,35447
01,12,013978,01,36276
01,12,013979,01,36089
01,12,013980,01,35592
01,12,013981,01,36750
01,12,013982,00,36756
01,12,013983,01,36051
01,12,013984,04,36925
01,12,013985,04,36345
01,12,013986,01,35045
01,12,013987,01,36783
01,12,013988,01,36518
01,12,013989,00,35470
01,12,013990,01,36784
01,12,013991,01,36017
01,12,013992,01,36748
01,12,013993,01,36040
01,12,013994,00,35650
01,12,013995,04,36274
01,12,013996,07,36033
01,12,013998,01,35576
01,12,013999,04,35565
04,01,014000,00,35212
04,01,014001,01,35609
04,01,014002,04,36693
04,01,014003,01,36302
04,01,014004,06,35602
04,01,014005,01,36107
04,01,014006,00,35902
04,01,014007,00,35401
04,01,014008,01,36560
04,01,014009,01,35609
04,01,014010,05,36604
04,01,014011,01,35404
04,01,014012,00,35401
04,01,014013,00,36301
04,01,014014,00,36693
04,01,014015,00,36049
04,01,014016,00,35055
04,01,014017,00,36526
04,01,014018,00,35806
01,14,014500,04,35801
01,14,014501,01,35205
01,14,014502,01,35233
01,14,014503,01,36608
01,14,014504,01,36608
01,14,014505,01,36116
01,14,014506,01,36302
01,14,014507,01,35235
01,14,014508,01,35601
01,14,014509,01,35045
01,14,014510,01,35007
01,14,014511,01,35121
01,14,014512,01,35801
01,14,014513,04,35758
01,14,014514,01,35216
01,14,014515,01,35007
01,14,014516,01,35209
01,14,014517,04,36106
01,14,014518,01,35242
01,14,014519,01,36265
01,14,014520,01,36117
01,14,014521,01,36854
01,14,014522,01,35801
01,14,014523,01,35242
01,14,014524,01,35406
01,14,014525,01,36305
01,14,014526,01,35630
01,14,014527,01,35661
01,14,014528,01,36607
01,14,014529,01,35806
01,14,014530,01,35613
01,14,014531,01,36066
01,14,014532,01,35903
01,14,014533,01,36206
01,14,014534,01,36330
01,14,014535,01,36608
01,14,014536,01,35603
01,14,014537,01,35801
01,14,014538,01,35244
01,14,014539,01,36106
01,14,014540,01,35769
01,14,014541,01,36854
01,14,014542,01,36117
01,14,014543,00,35806
01,19,014600,01,36701
01,19,014601,01,36109
01,19,014602,01,36201
01,19,014603,01,36732
01,19,014604,01,36420
01,19,014605,00,35150
01,19,014606,01,35055
01,19,014607,01,35501
01,19,014608,04,35403
01,19,014609,01,36301
01,19,014610,01,36803
01,19,014611,01,36081
01,19,014612,01,36532
01,19,014613,01,35802
01,19,014614,01,35213
01,19,014615,01,35602
01,19,014616,01,36461
01,19,014617,01,36617
01,19,014618,01,35631
01,19,014619,04,35040
01,19,014620,04,35235
01,19,014621,01,35218
01,19,014622,01,35233
01,19,014623,01,36693
01,19,014624,01,35406
01,19,014625,01,35903
01,19,014626,01,35976
01,19,014627,01,36532
01,19,014628,01,35234
01,19,014629,01,36606
01,19,014630,01,36089
01,19,014631,01,36083
01,19,014632,04,35447
01,19,014633,02,36726
01,19,014634,00,36266
01,19,014635,01,36477
01,19,014636,01,36310
01,19,014637,00,35401
01,19,014638,04,36701
01,19,014639,00,35160
01,19,014640,00,36274
01,19,014641,00,35150
01,19,014642,01,36756
01,19,014643,04,36703
01,19,014644,04,35442
01,19,014645,01,36027
01,19,014646,00,36037
01,19,014647,01,36201
01,19,014648,00,36330
01,19,014649,01,36264
01,19,014650,04,35650
01,19,014651,01,36572
01,19,014652,04,35611
01,19,014653,01,35470
01,19,014654,01,36518
01,19,014655,01,36744
01,19,014656,01,35462
01,19,014657,01,36904
01,19,014658,01,36732
01,19,014659,01,36608
01,19,014660,01,36693
01,19,014661,01,35125
01,19,014662,01,35121
01,19,014663,01,35960
01,19,014664,01,35967
01,19,014665,01,35504
01,19,014666,01,35045
01,19,014667,01,35040
01,19,014668,01,35501
01,19,014669,01,35555
01,19,014670,01,35555
01,19,014671,01,35504
01,19,014672,00,35570
01,19,014673,01,35592
01,19,014674,01,36401
01,19,014675,01,36426
01,19,014676,01,36451
01,19,014677,01,35592
01,19,014678,00,35501
01,19,014679,00,35565
01,19,014680,01,35555
01,19,014681,01,36360
01,19,014682,01,36803
01,19,014683,01,35630
01,19,014684,01,35768
01,19,014685,04,36874
01,19,014686,04,36803
01,19,014687,04,35653
01,19,014688,04,36803
01,19,014689,04,36803
01,19,014690,01,36803
01,19,014691,01,35801
01,19,014692,00,36535
01,19,014693,00,36507
01,19,014694,00,36092
01,19,014695,01,36451
01,19,014696,01,36376
01,19,014697,01,35121
01,19,014698,01,35222
